,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6
Gs2,1.84488943,0.662430297,0.833090285,1.306543613,1.000637575,0.457731314
GstD11,0.00130181,0.004188401,0.254589034,0.019226883,0.00676898,0.021926205
GstD2,0.325364031,0.044763979,0.415807653,0.050144018,0.132215569,0.259021528
GstD3,0.043185466,0.005115613,0.038450991,0.005478988,0.025603238,0.048759123
GstD5,0.685782681,0.176720731,0.750962396,0.04166171,0.290066938,0.532686512
Gyc88E,0.141572039,0.501094042,0.150274676,0.049320379,0.0662021,0.127020867
HGTX,0.140048422,0.58619178,0.743497194,0.107746652,0.051106408,0.013454931
Hexo2,0.01111744,0.008589891,0.013018632,0.015563974,0.530043016,0.016317342
Hk,0.163765567,0.492504461,0.060340419,0.060028743,0.053352164,0.170983884
Hmgcr,1.764393568,0.766912983,0.858567486,0.496208702,0.522522205,0.922270742
Hr38,0.209324816,0.207741824,0.025972647,0.063504921,0.108609054,0.015232007
Hs3st-A,0.002018944,0.019289345,0.003996797,0.080777935,0.000637307,0.000495417
Hsc70-1,0.0100463,0.012666391,0.011447831,0.016707327,0.000580327,0.001173977
Hsc70-2,0.000703951,0,0,0.001358151,0,0
Hsp60C,0.000703951,0,0,0,0.001886992,0
Hsp67Ba,0.191187712,0.157343538,0.058189539,0.091776516,0.088538416,0.118571233
Hsp67Bc,0.499520347,0.536750106,0.354262557,0.341624414,0.290742819,0.543305768
IA-2,0.022154672,0.735352493,0.042571614,0.041033901,0.055850774,0.045317485
IM33,2.333233595,0.279949244,0.756641555,0.793159561,0.533842685,0.113286053
IRSp53,1.285777025,0.078029367,0.114094478,0.74429468,0.390915292,0.034165984
Idgf1,0.331119766,0.011756824,0.075868076,0.116288146,0.081322952,0.031118902
Idgf2,0.285807782,0.013786992,0.074349251,0.195061314,0.121650873,0.020946376
Idgf3,0.533575649,0.125502122,0.14494024,0.330165374,0.195500978,0.067511132
Ih,0.212870849,1.650765876,0.230408933,0.362569442,0.100205289,0.033172969
Ilp6,0.125995622,0.012022824,0.024738021,0.038773496,0.033207854,0.032814848
Ilp8,0.011505693,0.012705016,0.018143902,0.034612279,0.047717149,0.03177654
ImpE1,0.002400709,0.013094033,0.127927163,0.017406776,0.011793272,0.00987595
ImpE3,0.030474198,0.028778098,0.034318857,0.010363155,0.017075403,0.025534366
ImpL2,0.808646869,0.887671624,1.129705894,0.262746916,0.212846992,0.324799967
Incenp,0.005774361,0.001742855,0.007166434,0.001752149,0.003182563,0.012649406
Inos,0.709483849,0.188604689,0.387667973,0.971749019,0.761433702,0.689113029
Invadolysin,0.142972815,0.120601359,0.084749124,0.093606918,0.091028192,0.055442213
Ir40a,0.97477158,0.380996921,1.031975162,0.088202562,0.382104856,1.278903435
Irc,0.349390735,0.014862137,0.015312295,0.19896785,0.126722165,0.020926689
Irk1,0.303419381,0.459068176,0.139265378,0.181853517,0.287705769,0.158711065
Irk2,2.039289476,0.101960047,0.702123895,0.740289501,0.515352296,0.184984029
Jabba,0.019328203,0.002408876,0.025608294,0.149081012,0.065990103,0.109846039
Jon25Bi,0.617922618,0.221715628,0.430837577,0.335921253,0.419272683,0.64887815
Jon25Bii,0.419825783,0.089885766,0.253195195,0.126068083,0.22833302,0.437307217
Jon25Biii,0.413581575,0.371685971,0.393741377,0.51291643,0.549868629,1.12424124
Jon65Ai,0.078218564,0.035459115,0.037807044,0.04859068,0.039694874,0.357551059
Jon65Aiii,2.25162985,0.872364446,2.602708212,1.052945035,1.836681689,2.484146297
Jon65Aiv,2.747256023,1.25908166,2.63460896,1.677902846,2.335908288,3.23420538
Jon66Ci,0.058509457,0.056353878,0.074972656,0.08642214,0.042678982,0.329748347
Jon99Ci,1.2767682,0.33630327,0.642787305,0.410507239,0.929337438,1.289535188
Jon99Cii,1.80323457,0.776222976,1.432599155,1.014435651,1.398029093,2.146728282
Jon99Fi,0.218468416,0.208218474,0.157590347,0.220247561,0.210485821,0.720791866
Jon99Fii,0.185834795,0.185737817,0.205101326,0.200129834,0.195059246,0.817164503
Jupiter,1.010784019,0.388615935,0.696869398,0.134659348,0.537403583,1.900427517
Kah,0.016362653,0.057628525,0.001752838,0.020590508,0.00448588,0.002727425
Kank,1.609245352,0.524592884,0.831575504,1.831272405,1.196170378,1.055096976
Kaz-m1,0.976826347,0.762457583,0.669390473,0.056986432,0.414650099,1.014596118
Kif3C,0.07971727,1.105089351,0.109820477,0.085613044,0.852183844,0.066091187
Klp98A,1.35810966,1.571053407,1.171631224,1.760108505,1.411223003,1.278871082
LManI,0.067018043,0.014086625,0.00635102,0.010629109,0.030676503,0.026165369
LManII,0.111536858,0.041811368,0.035538544,0.085991732,0.08462754,0.051513126
LManIII,0.020400859,0.016332869,0.023814933,0.004310292,0.016628895,0.00075755
LManIV,0,0.001204438,0.002752634,0,0,0.000549506
LManV,0.037693436,0.016471743,0.028288661,0.04195504,0.04828661,0.017603538
LManVI,0.108378596,0.14943788,0.101098857,0.085177872,0.140554088,0.128169025
LUBEL,0.024812061,0.39273156,0.003336795,0.033991439,0.090592729,0.002573406
Lam,0.110695692,0.072090814,0.153643567,0.157271077,0.249995348,0.245434575
LanA,0.081298971,0.109295532,0.234087216,0.021895706,0.249046601,1.220531297
Lcp1,0.00106423,0.00834972,0.012285557,0,0,0
Lgr1,1.546094132,0.061702863,0.003486404,0.196520526,0.149681344,0
Lgr4,0.002548857,0.062744103,0.003397917,0.025970139,0.00377815,0
Lim1,0.041522437,0.011691316,0.11667701,0.00780194,0.001192774,0.027940479
Lim3,1.490357443,1.768208502,2.327459263,0.092369101,0.449667224,0.833192787
Liprin-gamma,0.107184087,0.081429566,0.057991587,0.069257567,0.050385424,0.033067529
List,0.482065168,0.01475939,0,0.064635012,0.061550514,0
Listericin,0.144148135,0.015447524,0.034258162,0.228535479,0.171863218,0.01925587
Lkr,0.016775792,0.009511794,0.115164321,0.007771004,0.010168699,0.012647761
LpR1,0.616485012,0.068608019,0.445427512,0.114138743,0.279039738,0.294395757
Lrch,0.579016167,0.563204465,0.510273058,0.170036073,0.686569257,2.860625815
Lsd-1,0.05079941,0.021490677,0.038391839,0.574741956,0.287028828,0.057621014
Lsp1gamma,0.01837675,0.032330604,0.012633939,0.001710375,0.025462939,0.027194754
Lst,0.174298065,0,0.006754469,0.030552476,0.002097543,0.014634135
LysE,0.223914452,0.035887065,0.075721601,0.036140781,1.080543031,0.169559597
LysP,0.021389638,0.008828346,0.010802069,0.017489694,0.008303868,0.004358579
LysX,0.519433814,0.316461094,0.678716836,0.206108291,0.449294728,0.857838288
MED30,0.052195585,0.070836263,0.018295098,0.036235222,0.050591287,0.076966147
MFS12,0.033081804,0.158368208,0.023982019,0.1710681,0.075790273,0.077330421
MFS14,1.215155782,0.793855785,1.171727675,0.6618119,0.646985976,0.949915105
MFS9,0.283810288,0.008724786,0.003378564,0.023213023,0.030239765,0
Mad1,0.093488287,0.033232563,0.060302947,0.033358339,0.048187483,0.062644903
Mal-A1,2.081503837,0.50426916,1.040009279,0.591455637,1.292932386,1.669188082
Mal-A3,0.203665758,0.080429251,0.06949661,0.063209763,0.151950788,0.355143185
Mal-A6,1.770160143,0.30355619,0.574022474,0.243857986,0.852097149,1.334798837
Mal-A7,0.967552545,0.14208224,0.217198621,0.110378429,0.472845667,0.680973068
Mal-B1,0.033833872,0.0026054,0.025515012,0.0212521,0.015552898,0.01081303
Marf1,0.037891484,0.037368692,0.015039405,0.051098867,0.981080355,0.055766666
Mcm3,0.023854136,0.005705308,0.008554504,0.00593498,0.001784524,0.042884004
Mco1,0.24019509,0.114167425,1.898259838,0.039805907,0.008931564,0.108088829
Mco4,0.100601645,0.059698149,0.114336983,0.037323774,0.007765465,0.069132608
Mdr50,0.571379146,0.067889319,0.177575424,0.016328823,0.168452986,0.251084688
Men-b,2.673987653,0.56652731,0.975205451,0.415066651,1.22085846,1.880383196
Mes2,0.037230254,0.058695394,0.011935976,0.007088033,0.112771278,0.752640455
Mf,0.075142749,1.771105927,0.029991761,0.303798639,0.070865375,0.091888948
Mhc,0.117970095,1.697038927,0.015895161,0.232790128,0.023602271,0.027263714
Mlc1,0.013941438,0.886146094,0.008187845,0.124138867,0.009800821,0.004180548
Mlc2,0.043627679,1.067236886,0.04785395,0.189571575,0.095632341,0.080408121
Mlp60A,0.05764161,1.453240925,0.050023889,0.118359234,0.053061124,0.022811259
Mmp1,2.386116177,1.997787706,2.0527609,0.308870378,0.729416319,1.695963669
Mmp2,0.816744194,0.50005068,0.376956449,0.576890883,0.601979908,0.741841646
Mp,0.088180432,0.132179876,0.596213803,0.085968291,0.121361611,0.332999198
Mp20,0.036502088,0.703456392,0.004843358,0.115674991,0.015469468,0.000549173
Mpcp1,0,0.074699256,0.001259999,0.009477644,0,0
MsR1,0.010453484,0.003958527,0.000560206,0.190857466,0.00864478,0
MsR2,0,0.006749631,0,0.068143854,0,0.006190888
Msh6,0.011809652,0.001235003,0,0.003664743,0.0230164,0.019400364
Msr-110,1.763893703,0.208266894,0.882004624,2.907008496,2.641563755,0.245248524
Mst57Da,0.209291284,0.226258945,0.235615641,0.226690847,2.133910643,0.247668493
Mst57Db,0.044383056,0.048809729,0.080820553,0.060501788,1.488715094,0.096848405
Mst57Dc,0.036095102,0.091810698,0.089287026,0.047662528,1.563934162,0.092106532
Mst84B,0.019566667,0.008339503,0.007010634,0.007524935,0.022276365,0.014746571
Mthfs,0.090320329,0.019425394,0.05166941,0.043976985,0.048076148,0.069649746
Mtk,0,0,0,0.004200976,0,0
MtnA,0.667741001,1.122557582,0.40101462,0.308836726,0.416965926,0.610439978
MtnB,0.058748347,0.084952725,0.04776024,0.032100563,0.051489451,0.146748001
MtnC,0.18169359,0.025671092,0.100407918,0.03801461,0.175189047,0.247118335
MtnD,0.450279348,0.164141298,0.27385043,0.076963213,0.206294403,0.638951629
MtnE,0.630979419,0.141930333,0.370895998,0.176117709,0.423643012,0.810357187
Muc14A,0.556924979,0.073341324,0.076043847,0.031274315,1.875864318,0.36543081
Muc68D,0.632955703,2.923904504,0.108343172,0.199316778,0.418085388,0.527701674
Muc68E,1.066683693,0.042074362,0.809253591,0.03273096,0.34749149,0.73703198
Mur18B,0.014024574,0.033125984,0.003199599,0.039087384,0.010042798,0.008230712
Mur29B,0.813993997,1.300771613,0.481671677,0.213997507,0.269986882,0.758346613
Myo81F,3.222849371,3.597286812,2.383821694,1.569533244,1.987721114,2.698206969
N,0.170088724,0.163211676,0.405469513,0.820267396,0.837624025,2.295463077
NKCC,2.10050312,0.233743669,0.09727131,0.315504594,0.966195403,0.095762415
NPF,0.009146513,0.024353357,0.015551817,0.030378746,0.026979389,0.006871619
NPFR,0.001315462,0.086461207,0.023045223,0.0275361,0.003314787,0.003995131
NT5E-2,0.397663591,0.356697934,1.806046867,0.142742864,0.123337051,0.29236934
NaPi-III,0.00649633,0.128029726,0.003688141,0.041168931,0.002352248,0.004975174
Naa40,0.002952914,0.003056023,0.003286947,0.006838912,0.006143587,0.023975379
Naam,0.82274262,0.621835076,0.555768225,0.170529979,0.357231989,0.85830277
Ncc69,0.296271233,0.751339204,2.456435904,0.357720662,0.355920356,0.608762617
Nckx30C,0.085290698,0.052926835,0.018296361,0.09278975,0.1061987,0.005812099
Ndae1,0.575757852,0.307131644,0.705743758,1.105550547,0.574682309,0.30429308
Nep1,0.053490863,0.171351321,0.010523012,0.019309981,0.027660493,0.075364519
Nep2,0.107522169,0.053998243,0.021329029,0.075315422,0.037178052,0.014807922
Nep4,0.036092746,0.001555851,0.00233296,0.013293637,0.002430701,0.001888837
Nep5,0.012980882,0.005018172,0.01736425,0.01004122,0.002100773,0
NetA,0.003815299,0.623454361,0.001213753,0.017535514,0.009133932,0.00387643
NetB,0.007774325,0.142150232,0.013155104,0.027488644,0.037520422,0.007262027
Neto,0.056992142,0.451049921,0.013654073,0.03948084,0.00658584,0.010466932
Neurochondrin,0.000575406,0.083959084,0,0.015116518,0.001491874,0
NfI,0.001197133,0.544143979,0.002394267,0.029193086,0.027800954,0
Nha1,1.728657194,0.14224082,0.10064979,0.254076056,0.20201471,0.284194237
Nha2,1.395590702,0.081562995,0.039981625,0.275135822,0.195669484,0.087907651
Nhe2,1.758657075,0.692554856,0.523531267,0.420148465,1.13837063,1.922066197
NimB2,0.037785148,0.00162071,0.011081259,0.015939467,0.003595915,0.003577666
Nlg1,0.071560022,0.602930564,0.068833126,0.071342177,0.37298395,0.076770197
Nlg2,0.136877732,0.052020094,0.001477844,0.024382975,0.038928264,0.00248113
Nmdar2,0.004870332,0.004829925,0.02490997,0.005269166,0.0232298,0.020355206
Nop60B,0.342874924,0.364371137,0.510643048,0.270938461,0.808505349,2.317011217
Nos,0.048748558,0.02500007,0.09014655,0.014111964,0.0315848,0.052036965
Notum,0.140916754,0.295389719,0.073266251,0.011412422,0.014170396,0.051824828
Nox,0.076559735,0.038197146,0.484382959,0.005513616,0.003294884,0.030098488
Npc1b,0.086884704,0.010766392,0.019314466,0.006818445,0.035952436,0.159261151
Npc2b,0.218521899,0.035100031,0.196638255,0.791591276,0.416732033,0.089966856
Npc2c,0,0,0.01965886,0.003463488,0.037032473,0.01985117
Npc2d,0.052517109,0.028019505,0.034105739,0.01069302,0.068302293,0.141166555
Npc2e,0.095540076,0.079787776,0.086369944,0.033956844,0.064881085,0.250490071
Npc2f,0.153658026,0.027283739,0.130835443,0.042927606,0.045516338,0.226989135
Nplp2,0.285045409,0.005584327,0.005231287,0.055255928,0.124732772,0.027733305
Nrt,0.047025168,0.024744082,0.017435795,0.008296168,0.044899927,0.127813413
Nrx-1,0.085275081,0.744442143,0.052992827,0.060161657,0.020534183,0.067025157
Nup37,0.012266429,0.002425142,0.005652774,0.012190463,0.014649182,0.041997347
OXA1L,0.041195176,0.006285138,0.036432947,0.011124183,0.019390439,0.082859486
Oamb,0.022905107,0.006456918,0.01466445,0.022317538,0.075088312,0.021822127
Obp22a,0.002569934,0.024914204,0.009594241,0.007263275,0.732114941,0.006487698
Obp51a,0.009620786,0.008455243,0.007607078,0.007044952,0.001566315,0.00225776
Obp56d,0,0.001599937,0.00233296,0.036785601,0.009524448,0.001883143
Obp56g,0.054182773,0.00414627,0.088085846,0.010458874,0.056812975,0.034276423
Obp57b,0.00243793,0,0.001716027,0.033084207,0.01832077,0
Obp69a,0.021610921,0.01051027,0.241256128,0.036959126,0.009036406,0.000509012
Obp99c,0.236464639,0,0,0.051003538,0.020208244,0.024399068
Oct-TyrR,0.013676089,0.099317299,0.01314475,0.056198739,0.102358325,0.002210484
Octalpha2R,0.705216438,0.61708169,0.06664932,0.046516167,0.240606317,0.252086813
Octbeta1R,0.062126491,0.04187786,0.016760931,0.018761646,0.015870786,0.014963766
Octbeta2R,0.602581923,0.357512725,0.096822035,0.971338178,0.719589654,0.805335779
Or71a,0.023966988,0.005718231,0.003352824,0.010925894,0.011475875,0.024294474
Orcokinin,0.004156119,0.149321044,0.01302285,0.016873358,0.011148866,0.013405015
Ork1,1.99392021,0.101822639,0.231950395,0.173041299,0.468507376,0.354587219
Osi17,0.002433064,0.013835145,0.026109073,0.409060146,0.184945971,0.008307005
Osi24,0.135031776,0.035267103,0.033294828,0.583943043,0.271691075,0.000855188
OtopLa,0.030448083,0.013946896,0.02251213,0.044067658,0.012114508,0.001565053
P32,0.100230294,0.025750471,0.037505758,0.048287345,0.115082467,0.256240184
PGRP-LF,0.221286827,0.030076183,0.065196225,0.233149784,0.168640577,0.118661193
PGRP-SA,0.076103335,0.052690147,0.060454687,0.077301792,0.031897929,0.029124507
PGRP-SB1,0.012071048,0.001764833,0,0.002673032,0,0.001096553
PGRP-SC1a,0.038774798,0.036299508,0.042393986,0.035102577,0.034335333,0.136432802
PGRP-SC2,1.11948075,0.414281591,0.642898574,0.499153021,0.743776966,1.586911262
PGRP-SD,0.066512767,0.072273473,0.026436502,0.022073603,0.009072929,0.037645841
PH4alphaMP,0,0,0,0.013996888,0.003647859,0.000904312
PH4alphaPV,0.014197482,0.04451422,0.068174841,0.001794685,0.004363034,0.005130062
PIP5K59B,0,0.088619165,0,0.008225281,0.002134307,0
PK1-R,0.016531649,0.012294874,0.004443932,0.301895219,0.141307319,0
PK2-R2,0.002201503,0.025030165,0.013353682,0.013746666,0.013272446,0
Pal2,0.015259235,0.121436206,0.011105116,0.011406091,0.080614915,0.029783154
Pde1c,1.35295685,1.896529953,0.898114168,0.675940306,0.826537679,1.054226636
Pde9,2.456154081,0.491429594,0.833165356,0.423101676,1.249815726,1.491157413
Pdfr,0.217771167,0.913073869,0.014510879,0.192810398,0.020885964,0.014598401
Pdp,0.122856049,0.066304043,0.115667532,0.12711895,0.109630109,0.237343443
Pebp1,0.859438655,0.427351569,0.582839184,0.496651764,0.612809106,1.343132267
Pen,0.021853044,0.016028087,0.003140754,0.004796262,0.010756348,0.048115424
Pepck2,0.079727799,0.096082373,0.00310973,0.013591633,0.026245937,0.047214847
Peritrophin-15a,0.6071128,0.219088572,0.49640268,0.150432687,0.32919888,0.775327083
Peritrophin-A,0.004229516,0.011939694,0,0.66505547,0.558176428,0
Pgant5,2.031446469,2.446385569,1.058121623,0.594613781,1.138352874,1.677743727
Pgant8,0.029940133,0.134621862,0.010057631,0.183107524,0.241379987,0.007201336
Phae2,0.693176038,0.16456115,1.037369678,0.049462466,0.286419056,0.438163171
Phk-3,0.267450931,0.041619632,0.292119181,0.667775773,0.398655155,0.053071693
Pi3K21B,1.391531748,0.668731408,1.093354192,0.374167365,0.919191047,2.455696699
Picot,2.489557571,0.223327401,0.489760595,0.508284931,0.570432132,0.493905336
Pka-C3,3.956056085,3.67286307,3.244373596,2.084699259,2.54459023,3.907096761
Pkc53E,0.302293948,0.144544247,0.019593313,0.04554906,0.511996148,0.029088564
Pkcdelta,0.01109242,0.975620449,0.000986926,0.108887119,0.010582448,0
Plp,0.737431049,0.72032838,0.323232061,0.415981282,0.382415763,0.924999529
Poxm,0.019904207,0.020380122,0,0.519484479,0.211876535,0.052291728
Poxn,0.015133693,0.080643742,0.011100132,0.001159451,0.000580327,0
Pp1alpha-96A,1.087821867,0.456115319,0.717971782,1.39226262,1.165233066,0.80102265
Ppn,0.054326402,0.584569502,0.014953682,0.426617223,0.226034656,0.020932166
Prip,0.463667817,0.118809719,1.404031501,0.045169297,0.415679229,0.565159561
Prm,0.014287261,0.859287855,0.00273258,0.094071139,0.01184175,0.000549173
Proc-R,0.021305829,0.331830859,0.002363527,0.796960578,0.448341033,0.017862137
Prosap,2.998140088,2.983941639,2.74892669,3.681352141,3.608741054,1.965999998
Prps,1.922737025,1.024971303,1.380953043,2.132490787,1.988283914,2.300337855
Prx2540-1,0.468983556,0.088145816,0.171633131,0.287858243,0.400501449,0.212319934
Prx2540-2,0.424921799,0.086243987,0.180028792,0.200874954,0.183815029,0.205130243
Ptp36E,0,0.126052482,0.000864784,0.018099525,0.001463401,0.000797439
Ptp61F,0.606579658,0.280072985,0.292265183,0.179486111,0.518217175,0.873297408
Ptx1,0.263537884,0.184229321,0.102127509,0.039426591,0.179693196,0.799500506
Pvf2,0.119051255,0.205399257,0.086054603,0.046060315,0.070607786,0.263821641
Pvf3,0.070243909,0.05223864,0.033832193,0.396241792,0.652826249,0.012357191
Pxn,0.007949622,0.275191493,0.023063102,0.170865604,0.015615483,0.004515171
Pzl,2.782438313,3.051806278,2.448795067,1.258268612,2.075470799,1.636058367
Qsox2,0,0.007808973,0.008850364,0.00230756,0.336162456,0
RIC-3,0.01847333,0.402038962,0.00853049,0.055992534,0.008807452,0.000797439
RSG7,0.003501234,0.001264224,0.006690648,0.016586856,0.018576506,0.00243224
RYa-R,1.958588605,0.348780895,0.248780379,0.275010791,0.35336169,0.306175124
Rab26,0.001314268,0.053302955,0.003515866,0.00103563,0.011578607,0.002104942
Rab3-GEF,0.020106195,0.32894208,0.003451448,0.001759951,0,0.007365298
Rae1,0.044945696,0.043628526,0.050751819,0.029912154,0.097708463,0.10400639
RanGAP,0.135108139,0.024007166,0.086403675,0.174344838,0.11855451,0.067006591
Rbfox1,0.504100984,1.598775656,0.119663514,2.279825688,1.242771137,0.449696866
Rbm13,0.128788084,0.042408047,0.146601225,1.667552149,1.109753691,0.181494069
Rbp,0.036201444,0.380656645,0.029486453,0.027474621,0.053780116,0.048138507
Rbp6,0.269847282,0.077186866,0.229293826,0.107659744,0.119989621,0.108008556
Rbp9,0.016681096,0.065275606,0.001421148,0.017679753,0.036329206,0.00984284
Rcd4,0.011541541,0.008239129,0.036047233,0.011248689,0.018228582,0.022025012
Rcd6,0.263575027,0.011956739,0.032986788,0.118374573,0.066333083,0.034685498
Rdh,0.126855348,0.397785648,0.106780308,0.072992009,0.147643717,0.14139905
Rdl,0.02997083,0.019331897,0.001592992,0.014272221,0.030351868,0.022054307
Reck,0.012872944,0.009800147,0.01484201,0.015075584,0.006388056,0.004548407
Reg-5,0.994707436,0.280310523,0.293493788,1.491820573,0.972452801,0.100355035
Ret,0.016308235,0.249222493,0.035708349,0.004644123,0.013632747,0.001849768
Rgk1,0.207841074,0.505681888,0.339060469,0.154651733,0.063791632,0.07961292
Rgk2,0.019734895,0.137089756,0.002529092,0.005815183,0.011432126,0.010100184
Rgk3,0.055702862,0.946787063,0.00135721,0.115016558,0.016831927,0.001522261
Rh50,1.205992237,0.039481651,0,0.14790466,0.116257216,0
RhoGAP100F,0.023237729,0.214920217,0.010164427,0.012098813,0.024545044,0.033413916
RhoGAP102A,0.016323201,0.648709585,0.00081777,0.089746272,0.01366222,0.000549173
RhoGEF64C,1.492266345,0.078207589,0.198024612,0.911976759,0.799311928,0.023702242
Rim,0.00138489,0.644004234,0.01416854,0.012228316,0.022870913,0.015703527
RpL37A,0.675376922,0.59143229,0.708117649,1.076384142,1.390976197,1.045849235
RpL6,1.400212171,1.204073418,1.24462066,1.565573048,2.060969926,2.073069493
RpLP1,1.01030054,0.96475809,1.156917459,1.362413919,2.07491166,1.913836151
RpS26,1.213648581,1.203027379,1.160386854,1.360682672,1.953594656,1.881531644
RpS29,1.062374451,1.008194733,1.156178673,1.209063688,1.844859668,1.495447706
RpS5b,0.008576549,0,0.014203018,0,0.015997169,0.009855042
Rpb8,0.028936489,0.006438989,0.033135788,0.018338048,0.01569736,0.063641175
RyR,0.010758618,0.442488722,0.018534982,0.036961595,0.057030535,0.008105283
SK,0.070467138,0.998741385,0.023730405,0.149961587,0.050599879,0.027480186
SKIP,0.632269161,0.922318472,1.926724839,0.27162709,0.639779461,1.19062038
SLC22A,0.022638488,0.025156819,0.007077716,0.022412944,0.178961651,0.022450476
SLO2,0.010048326,0.028742035,0.010853661,0.00103563,0.165557665,0.005448122
SMC5,0.145515383,0.07779301,0.142613229,0.089773055,0.192669073,0.335771653
SP,0.001560715,0.012455715,0.003000252,0.005331141,0.732623491,0.042973301
SP1029,0.043804459,0.008463055,0.03923963,0.334339536,0.140960445,0.033331439
SP1173,0.153851152,0.25170102,0.1445704,0.350827954,0.225314793,0.015977728
SP2353,0,0.056204736,0.006086526,0.004397569,0,0
SPARC,0.080808766,0.106191277,0.057014184,0.034583563,0.045675714,0.063678566
SPR,0.031370381,0.025825308,0.006692871,0.008930636,0.027779519,0.009809728
Sans,0.115460089,0.127711556,0.71503936,0.050348838,0.026930449,0.00972823
Sb,0.124569287,0.02820449,0.036426871,0.277593773,0.118392639,0.005235882
Scp2,0.000898179,0.052778519,0.004381609,0.060146758,0,0
SecCl,0.294872621,0.382383259,2.848960946,0.020207588,0.073547348,0.172980691
Sema1a,0.42108385,0.623631637,0.392757072,0.259064206,0.82926184,0.601055661
Sema2b,0.00892041,0.098165305,0.028830553,0.053913404,0.151716761,0.570949577
Sema5c,1.182161788,0.554523364,1.112816243,0.616190186,0.938936509,1.15643025
Sems,0.012564821,0.009933145,0.016552694,0.001901769,0.56784826,0.007625532
Ser,0.551996637,0.019251827,0.477907068,1.068063375,0.540769639,0.041675805
Ser8,0.092729134,0.016191611,0.054320765,0.046791368,0.117913013,0.298418299
SerRS-m,0.036972539,0.008918253,0.016653247,0.013016478,0.035413119,0.067183045
Sfp24Ba,0.030086475,0,0.044707079,0.003760809,0.010160426,0.007040347
Sfp24Bb,0.059684543,0.006657133,0.080096465,0.009642658,0.002151983,0.027366403
Sfp24C1,0.004497224,0.014032894,0.004058101,0.006870826,0.517258198,0.000860047
Sfp26Ac,0.000985682,0.011494844,0.005025545,0.003992524,0.429647214,0.002761871
Sfp26Ad,0.019125226,0.025897235,0.022309254,0.011923608,0.95458444,0.013716913
Sfp33A1,0.001097547,0.013742817,0.005354602,0.023248103,0.669089841,0.016089864
Sfp33A3,0.040245222,0.030333103,0.048084143,0.041355344,1.166465315,0.057494453
Sfp35C,0,0.013056905,0.007678802,0.002606012,0.520880091,0.01452864
Sfp51E,0.001377707,0.026277155,0.014457554,0,1.097087585,0
Sfp53D,0.006482505,0.009022775,0.009802583,0.00191481,0.462899492,0.000898389
Sfp60F,0.060415559,0.018822796,0.118914496,0.031218117,0.011307013,0.017626607
Sfp65A,0.014316709,0.019169821,0.028636975,0.025515603,0.783304167,0.014140875
Sfp77F,0.017531209,0.026533619,0.016461651,0.028544248,0.938943558,0.029028825
Sfp78E,0.014818782,0.016975531,0.019338461,0.002988446,0.95710207,0.013642223
Sfp79B,0.003863668,0.004859267,0.008657827,0,0.366404374,0.020996636
Sfp87B,0.076896812,0.00679722,0.091856934,0.027217762,0.019182348,0.029115019
Sfp96F,0.012868816,0.13653139,0.061241633,0.093634632,1.743259854,0.114522038
Sh,0.099020915,0.348141363,0.067941491,0.029249786,0.046589313,0.023690114
Shab,0.038462973,0.968555264,0.011868024,0.107243672,0.022587211,0.009805443
Shal,0.08709402,0.336522141,0.01525488,0.093592088,0.033904811,0.05993283
Shaw,0.021628201,0.446170541,0.013173836,0.052626967,0.012184645,0.008672217
Shawl,0.042387647,0.015601924,0.392945302,0.02909354,0.040077574,0.046004695
Sid,0.409156605,0.041905736,0.862704279,0.018238,0.144138592,0.166949868
Sirup,0.24238628,0.098999151,0.146702972,0.257943516,0.486758491,0.137721849
Slc45-1,0.142432881,0.328553006,0.048521535,0.054472126,0.02035597,0.00933291
Slob,0.095503639,0.057865707,0.017441132,0.02068518,0.003224176,0.01486149
Smvt,0.001134671,0.069461042,0.001312483,0.072976863,0.010631464,0.002951445
SmydA-3,0.005435546,0.146262433,0.014223217,0.007658894,0.003666219,0.002742193
SmydA-4,0.016063887,0.183499901,0.00595015,0.046587648,0.00181928,0.000549173
SmydA-8,0.013943404,0.014314149,0.014237539,0.009425627,0,0.017691595
SmydA-9,0,0.040644966,0,0.002892357,0,0.002082936
Snap25,0.60586408,0.777126014,0.351756953,0.216281231,0.738692776,0.449334164
Snmp1,0.060010629,0.005672554,0.024632109,0.009072957,0.074085374,0.056760859
Snmp2,0.40639232,0.08764852,0.61003473,2.049348031,1.049231679,0.104872138
Snp,0.810585471,0.224343747,0.451662662,0.777914623,0.650733564,0.442748578
SoYb,0.047194052,0.051156942,0.014030437,0.041934998,0.026921721,0.058020573
Sobp,0.00629661,0.148683603,0,0.024237148,0.019527415,0
Sodh-2,0.035111296,0.062955879,0.046360501,0.138294388,0.220288474,0.033166992
Sox102F,0.427973129,1.415216322,0.181316238,1.060658996,0.411291903,0.081394895
Sox21a,0.099056567,0.069215294,0.028889626,0.015924334,0.295743744,1.814661864
Sox21b,0.051809469,0.000943348,0.011739483,0.007107023,0.008018884,0.057275062
Sp212,0.020849118,0.024877212,0.012636546,0.166821481,0.067536675,0.000549173
Sp7,0.073999119,0.001010694,0.011861333,0.045881541,0.020438065,0.010149569
Spindly,0.008479243,0.003162636,0.007507726,0.022428673,0.009581027,0.032589063
Spn27A,0.152028661,0.022175635,0.061128331,0.383079494,0.235764068,0.062583909
